PAYMENT_ID,LOAN_ID,DUE_DATE,PAID_DATE,AMOUNT_PAID,STATUS
PAY17679,LOAN21858,2022-05-01,2022-04-30,114314.9,Paid
PAY10920,LOAN21546,2024-06-01,2024-05-24,17393.19,Paid
PAY13484,LOAN21466,2023-03-01,2023-03-06,46915,Bounced
PAY11813,LOAN21472,2024-09-01,,0,Skipped
PAY00307,LOAN21797,2024-11-01,2024-11-01,21206.98,Bounced
PAY05970,LOAN20467,2024-03-01,2024-05-12,33272.02,Late
PAY10652,LOAN21995,2025-01-01,2025-01-02,18426.56,Bounced
PAY18081,LOAN20529,2024-10-01,,0,Skipped
PAY09340,LOAN21854,2023-03-01,2023-02-19,37103.27,Paid
PAY02719,LOAN21954,2024-10-01,2024-09-30,35011.99,Paid
PAY03325,LOAN21777,2023-05-01,2023-04-26,1567.33,Paid
PAY02128,LOAN20764,2024-02-01,2024-01-26,43191.12,Paid
PAY15960,LOAN20138,2025-05-01,,0,Skipped
PAY06119,LOAN21493,2025-06-01,2025-05-22,79552.05,Paid
PAY07446,LOAN20607,2023-11-01,2023-11-10,53330.68,Late
PAY05360,LOAN20695,2024-06-01,2024-06-13,45306.36,Partial
PAY15058,LOAN20600,2024-04-01,,0,Skipped
PAY16625,LOAN21723,2023-05-01,2023-04-28,63318.91,Paid
PAY04636,LOAN21990,2024-02-01,2024-01-27,54179.41,Paid
PAY15092,LOAN21390,2024-10-01,2024-09-21,89491.05,Paid
PAY10149,LOAN20322,2025-06-01,2025-06-22,11208.62,Late
PAY01017,LOAN20114,2024-04-01,2024-04-01,23840.62,Paid
PAY08996,LOAN20589,2023-05-01,2023-04-23,64974.66,Paid
PAY01576,LOAN20943,2025-03-01,,0,Skipped
PAY11008,LOAN20499,2025-04-01,2025-04-04,7129.87,Bounced
PAY16061,LOAN21349,2025-03-01,,0,Skipped
PAY00877,LOAN20577,2024-12-01,2024-11-22,12342.08,Paid
PAY06233,LOAN20350,2022-01-01,,0,Skipped
PAY03462,LOAN20492,2025-04-01,2025-03-22,52381.17,Paid
PAY12855,LOAN21315,2024-02-01,,0,Skipped
PAY05984,LOAN20467,2025-05-01,2025-07-08,33272.02,Late
PAY15083,LOAN21703,2025-03-01,,0,Skipped
PAY02045,LOAN20317,2023-11-01,,0,Skipped
PAY11771,LOAN20219,2023-08-01,2023-08-02,55461.03,Paid
PAY04698,LOAN20451,2023-07-01,2023-06-24,56950.28,Paid
PAY01641,LOAN20565,2025-01-01,2024-12-28,5672.84,Paid
PAY17146,LOAN20620,2025-02-01,2025-01-28,103863.25,Paid
PAY15773,LOAN20908,2023-09-01,2023-09-04,7083.11,Bounced
PAY06378,LOAN21323,2024-03-01,2024-02-26,56049.98,Paid
PAY06900,LOAN20263,2023-04-01,,0,Skipped
PAY10419,LOAN21716,2022-02-01,,0,Skipped
PAY14504,LOAN20946,2022-11-01,2022-10-31,83786.78,Paid
PAY01019,LOAN20114,2024-06-01,2024-05-25,23840.62,Paid
PAY03663,LOAN20269,2025-04-01,2025-03-28,46311.32,Paid
PAY11828,LOAN21082,2023-04-01,2023-03-23,23169.07,Paid
PAY13429,LOAN21590,2024-05-01,2024-04-30,2865.02,Paid
PAY04975,LOAN20935,2023-06-01,2023-05-25,1388.57,Paid
PAY13400,LOAN20450,2023-10-01,2023-10-03,55053.38,Bounced
PAY02561,LOAN21293,2023-10-01,2023-09-24,27557.37,Paid
PAY15783,LOAN20908,2024-07-01,2024-07-03,3603.392814,Partial
PAY13394,LOAN20450,2023-04-01,2023-04-17,55053.38,Late
PAY07133,LOAN20036,2025-02-01,2025-02-03,26164.45,Bounced
PAY13275,LOAN21949,2025-03-01,2025-02-25,29837.17,Paid
PAY07271,LOAN20689,2025-06-01,2025-08-04,36868.59,Late
PAY10624,LOAN21995,2022-09-01,2022-09-21,18426.56,Late
PAY01602,LOAN21352,2025-06-01,2025-05-29,21052.05,Paid
PAY11079,LOAN21751,2025-02-01,,0,Skipped
PAY04073,LOAN20559,2023-03-01,2023-03-12,9164.625543,Partial
PAY07015,LOAN20498,2024-09-01,,0,Skipped
PAY13187,LOAN21103,2023-02-01,,0,Skipped
PAY03133,LOAN21281,2025-04-01,2025-03-30,40941.39,Paid
PAY12864,LOAN21315,2024-11-01,2024-11-02,27993.12754,Partial
PAY15420,LOAN21277,2024-07-01,2024-09-13,19594.71,Late
PAY05837,LOAN21756,2023-10-01,2023-09-28,47854.76,Paid
PAY14285,LOAN21432,2023-11-01,2023-11-01,100532.54,Paid
PAY12903,LOAN20456,2024-05-01,2024-04-27,4619.93,Paid
PAY10165,LOAN21682,2022-08-01,2022-07-25,62617.99,Paid
PAY10716,LOAN21964,2022-03-01,2022-02-27,61813.85,Paid
PAY02211,LOAN20949,2024-05-01,2024-05-02,11565.73,Bounced
PAY02880,LOAN21592,2025-04-01,2025-03-22,59354.15,Paid
PAY06823,LOAN20728,2024-11-01,2024-10-31,78437.23,Paid
PAY04413,LOAN20228,2024-09-01,2024-11-18,41253.82,Late
PAY03956,LOAN20289,2024-01-01,,0,Skipped
PAY00668,LOAN20250,2025-01-01,2025-01-03,25287.23419,Partial
PAY08225,LOAN20479,2025-03-01,2025-03-15,33079.96064,Partial
PAY07245,LOAN21387,2025-05-01,,0,Skipped
PAY17847,LOAN20719,2024-02-01,2024-02-05,16716.88,Bounced
PAY04934,LOAN20718,2024-01-01,2023-12-24,19597.17,Paid
PAY02910,LOAN20011,2024-12-01,2024-11-29,69154.63,Paid
PAY15073,LOAN21703,2024-05-01,2024-05-05,50022.04,Bounced
PAY18278,LOAN21331,2025-02-01,2025-01-22,78961.14,Paid
PAY04684,LOAN20451,2022-05-01,2022-04-27,56950.28,Paid
PAY14784,LOAN20991,2024-02-01,2024-01-31,21965.18,Paid
PAY11970,LOAN21327,2024-10-01,2024-09-23,24075.53,Paid
PAY14145,LOAN21635,2024-07-01,2024-06-27,5372.87,Paid
PAY13038,LOAN21905,2023-11-01,2023-11-26,31765.94,Late
PAY01234,LOAN20558,2022-02-01,2022-01-29,33487.86,Paid
PAY00325,LOAN20193,2023-04-01,2023-04-23,61433.78,Late
PAY11027,LOAN21358,2024-09-01,2024-08-23,15400.48,Paid
PAY01650,LOAN20004,2025-02-01,2025-04-26,29157.46,Late
PAY07211,LOAN21807,2024-06-01,2024-05-22,6046.59,Paid
PAY17750,LOAN21057,2022-06-01,,0,Skipped
PAY12368,LOAN21815,2024-11-01,2024-11-14,15156.67204,Partial
PAY11642,LOAN20315,2024-05-01,2024-05-11,34698.539,Partial
PAY12944,LOAN20655,2024-12-01,2024-11-26,67642.47,Paid
PAY17144,LOAN20620,2024-12-01,2024-11-27,103863.25,Paid
PAY14023,LOAN21029,2024-09-01,2024-08-29,15427.96,Paid
PAY05445,LOAN21900,2024-01-01,2024-02-04,57565.97,Late
PAY10020,LOAN21914,2022-04-01,2022-04-14,36023.80422,Partial
PAY10238,LOAN20324,2025-04-01,2025-03-23,57177.58,Paid
PAY15316,LOAN21301,2022-10-01,2022-09-30,92357.73,Paid
PAY12627,LOAN20464,2025-06-01,,0,Skipped
PAY10566,LOAN21702,2024-02-01,2024-01-31,84642.99,Paid
PAY09224,LOAN21142,2023-07-01,2023-06-25,31103.86,Paid
PAY06219,LOAN20133,2025-02-01,2025-01-27,64193.95,Paid
PAY11981,LOAN20291,2023-01-01,2023-01-10,23639.39539,Partial
PAY12202,LOAN21736,2023-02-01,2023-01-22,74707.14,Paid
PAY12452,LOAN20311,2023-10-01,2023-09-28,60299.08,Paid
PAY04749,LOAN21283,2024-08-01,2024-07-28,68714.43,Paid
PAY17259,LOAN20555,2024-04-01,2024-03-31,87470,Paid
PAY11754,LOAN20005,2025-06-01,2025-05-30,72959.59,Paid
PAY16018,LOAN21498,2023-10-01,,0,Skipped
PAY17861,LOAN20999,2023-07-01,2023-07-11,2177.220204,Partial
PAY14883,LOAN20776,2025-01-01,2025-01-18,101557.81,Late
PAY17832,LOAN20719,2022-11-01,2022-11-15,8233.092557,Partial
PAY16235,LOAN21676,2024-11-01,2024-10-29,11791.07,Paid
PAY06625,LOAN21925,2025-04-01,2025-03-27,66891.38,Paid
PAY08121,LOAN21195,2023-12-01,,0,Skipped
PAY12387,LOAN20321,2022-10-01,,0,Skipped
PAY14728,LOAN20680,2023-09-01,2023-08-22,108613.11,Paid
PAY02608,LOAN20292,2025-06-01,2025-05-25,13179.81,Paid
PAY10101,LOAN20605,2024-08-01,2024-07-27,66539.96,Paid
PAY13803,LOAN20959,2023-10-01,2023-09-21,60489.9,Paid
PAY14292,LOAN21789,2022-03-01,2022-02-19,17384.05,Paid
PAY06327,LOAN20433,2024-04-01,2024-03-30,42366.65,Paid
PAY00794,LOAN21534,2024-06-01,2024-05-23,38447.74,Paid
PAY13066,LOAN21604,2022-06-01,,0,Skipped
PAY04480,LOAN20970,2022-09-01,2022-08-29,36839.04,Paid
PAY17489,LOAN21382,2023-05-01,2023-04-22,107724.86,Paid
PAY14049,LOAN20238,2024-09-01,2024-09-03,22139.53,Bounced
PAY17711,LOAN20243,2022-03-01,2022-02-24,31932.06,Paid
PAY13941,LOAN20835,2022-10-01,2022-10-02,40213.05,Paid
PAY10820,LOAN21097,2025-02-01,2025-02-01,72590.2,Paid
PAY09426,LOAN20333,2024-12-01,2024-11-21,20589.05,Paid
PAY06007,LOAN21660,2023-06-01,2023-05-28,62263.88,Paid
PAY05525,LOAN20279,2025-06-01,2025-05-31,57900.41,Paid
PAY18022,LOAN20910,2024-11-01,2024-10-22,47949.84,Paid
PAY10816,LOAN21097,2024-10-01,2024-09-27,72590.2,Paid
PAY07098,LOAN20036,2022-03-01,,0,Skipped
PAY15612,LOAN20465,2023-01-01,2023-01-02,12213.73,Bounced
PAY16247,LOAN20273,2025-01-01,2025-01-04,51214.43892,Partial
PAY03240,LOAN20375,2024-12-01,,0,Skipped
PAY01947,LOAN21459,2023-03-01,2023-03-31,46296.58,Late
PAY14512,LOAN20946,2023-07-01,2023-06-27,83786.78,Paid
PAY04302,LOAN20260,2024-08-01,2024-08-01,57619.2,Paid
PAY02535,LOAN20402,2024-10-01,2024-10-07,17157.49,Bounced
PAY06818,LOAN20728,2024-06-01,,0,Skipped
PAY17800,LOAN21941,2021-11-01,2021-10-29,28712.8,Paid
PAY07430,LOAN20607,2022-07-01,,0,Skipped
PAY11496,LOAN20982,2023-09-01,,0,Skipped
PAY18140,LOAN20917,2023-04-01,2023-03-26,117231.74,Paid
PAY15371,LOAN21609,2024-04-01,2024-03-26,82073.71,Paid
PAY08928,LOAN20202,2024-03-01,2024-02-24,55795.24,Paid
PAY01254,LOAN20558,2023-10-01,2023-09-28,33487.86,Paid
PAY08321,LOAN20426,2024-07-01,2024-06-29,30494.92,Paid
PAY06949,LOAN21532,2022-08-01,2022-08-02,49508.61,Bounced
PAY07954,LOAN21795,2024-06-01,2024-07-18,5827.94,Late
PAY13693,LOAN20761,2023-03-01,2023-04-08,18689.62,Late
PAY13077,LOAN21604,2023-05-01,2023-05-12,8171.005117,Partial
PAY13273,LOAN21949,2025-01-01,2025-01-03,29420.3554,Partial
PAY09047,LOAN20553,2024-07-01,2024-06-28,78739.94,Paid
PAY04635,LOAN21990,2024-01-01,2023-12-26,54179.41,Paid
PAY07286,LOAN21122,2021-09-01,,0,Skipped
PAY01005,LOAN20114,2023-04-01,2023-03-25,23840.62,Paid
PAY16469,LOAN20921,2023-05-01,2023-06-19,69916.68,Late
PAY15560,LOAN21596,2024-06-01,2024-05-31,44974.25,Paid
PAY11305,LOAN20819,2024-09-01,2024-09-02,61705.32,Paid
PAY09084,LOAN21505,2024-09-01,2024-09-05,49158.78,Bounced
PAY04904,LOAN21617,2023-04-01,,0,Skipped
PAY11848,LOAN21082,2024-12-01,2024-11-23,23169.07,Paid
PAY08038,LOAN20096,2024-07-01,2024-07-02,47539.69,Bounced
PAY01755,LOAN20837,2023-04-01,2023-05-15,28054.94,Late
PAY14490,LOAN21101,2025-05-01,2025-04-30,82819.96,Paid
PAY17859,LOAN20999,2023-05-01,2023-06-15,6620.8,Late
PAY15745,LOAN21584,2024-01-01,2024-01-20,42187.63,Late
PAY10899,LOAN21546,2022-09-01,2022-09-02,17393.19,Paid
PAY07073,LOAN20308,2023-09-01,2023-08-22,60572.01,Paid
PAY04240,LOAN21320,2023-05-01,2023-04-23,63220.29,Paid
PAY12002,LOAN20291,2024-10-01,2024-09-28,53904.45,Paid
PAY07353,LOAN21002,2024-01-01,2024-01-01,47650.63,Bounced
PAY04260,LOAN21320,2025-01-01,2024-12-22,63220.29,Paid
PAY12009,LOAN20291,2025-05-01,,0,Skipped
PAY08773,LOAN20725,2022-10-01,2022-09-29,53794.35,Paid
PAY17970,LOAN21367,2025-03-01,2025-02-22,44696.07,Paid
PAY13972,LOAN21481,2023-11-01,,0,Skipped
PAY03418,LOAN20240,2025-03-01,2025-04-01,14503.48,Late
PAY04282,LOAN20489,2024-03-01,2024-02-20,74419.59,Paid
PAY05875,LOAN21343,2023-04-01,,0,Skipped
PAY08932,LOAN20202,2024-07-01,2024-06-24,55795.24,Paid
PAY04106,LOAN20656,2022-07-01,,0,Skipped
PAY00418,LOAN20566,2024-12-01,2025-01-19,49295.56,Late
PAY05961,LOAN20467,2023-06-01,2023-06-03,33272.02,Paid
PAY15022,LOAN21321,2023-05-01,2023-05-04,44410.60465,Partial
PAY14526,LOAN21088,2023-10-01,2023-09-24,32469.14,Paid
PAY13658,LOAN20904,2024-09-01,2024-08-29,82757.86,Paid
PAY03194,LOAN21461,2024-10-01,,0,Skipped
PAY12184,LOAN21548,2025-02-01,2025-04-11,12411.85,Late
PAY12859,LOAN21315,2024-06-01,2024-07-17,60896.25,Late
PAY15263,LOAN20590,2025-01-01,2024-12-27,73389.89,Paid
PAY01776,LOAN20837,2025-01-01,2025-01-26,28054.94,Late
PAY02997,LOAN21199,2024-05-01,2024-04-28,22207.13,Paid
PAY13788,LOAN20048,2025-01-01,2025-01-13,82473.32,Late
PAY00934,LOAN21846,2025-02-01,2025-02-08,24687.47,Late
PAY00581,LOAN21945,2022-12-01,2022-11-28,58983.03,Paid
PAY00608,LOAN21945,2025-03-01,2025-02-19,58983.03,Paid
PAY14723,LOAN20680,2023-04-01,2023-03-29,108613.11,Paid
PAY02077,LOAN21244,2025-04-01,2025-03-26,31858.64,Paid
PAY12929,LOAN20655,2023-09-01,2023-08-23,67642.47,Paid
PAY13745,LOAN20784,2024-02-01,2024-02-05,24871.35456,Partial
PAY06468,LOAN20771,2023-12-01,,0,Skipped
PAY03711,LOAN20024,2025-05-01,2025-04-26,72515.52,Paid
PAY14785,LOAN20991,2024-03-01,2024-02-28,21965.18,Paid
PAY17468,LOAN21906,2024-02-01,2024-01-23,56097.18,Paid
PAY13481,LOAN21466,2022-12-01,2022-12-05,46915,Bounced
PAY12042,LOAN20244,2024-07-01,,0,Skipped
PAY00743,LOAN20445,2024-12-01,2024-11-27,51141.51,Paid
PAY10449,LOAN21716,2024-08-01,2024-08-03,12368.35,Paid
PAY18036,LOAN20947,2024-03-01,2024-02-20,12408.69,Paid
PAY06752,LOAN21374,2024-05-01,,0,Skipped
PAY03770,LOAN21007,2022-04-01,2022-04-01,68790.66,Paid
PAY08380,LOAN21742,2025-04-01,2025-04-10,26016.28224,Partial
PAY16432,LOAN20259,2022-11-01,2022-11-09,57960.91138,Partial
PAY03675,LOAN20937,2024-02-01,2024-01-30,12836.45,Paid
PAY08979,LOAN20589,2021-12-01,2021-11-21,64974.66,Paid
PAY06723,LOAN20493,2023-11-01,2023-10-25,33385.06,Paid
PAY11310,LOAN20819,2025-02-01,2025-01-27,61705.32,Paid
PAY03648,LOAN20269,2024-01-01,2023-12-22,46311.32,Paid
PAY08676,LOAN21496,2024-05-01,2024-06-25,5856.62,Late
PAY09506,LOAN20168,2025-01-01,2025-01-10,9162.651628,Partial
PAY17780,LOAN21108,2023-11-01,2023-10-30,16809.76,Paid
PAY11401,LOAN20512,2023-08-01,2023-07-29,52695.71,Paid
PAY13178,LOAN20508,2025-05-01,2025-05-06,9296.852601,Partial
PAY08363,LOAN21657,2025-03-01,2025-03-15,35946.9333,Partial
PAY11241,LOAN21012,2024-06-01,2024-05-23,39820.05,Paid
PAY13262,LOAN21973,2024-03-01,2024-05-06,12355.24,Late
PAY16564,LOAN21373,2023-04-01,2023-03-24,56128.61,Paid
PAY06867,LOAN21688,2023-09-01,2023-08-27,7466.21,Paid
PAY05823,LOAN21756,2022-08-01,2022-07-30,47854.76,Paid
PAY13767,LOAN20048,2023-04-01,,0,Skipped
PAY16117,LOAN20434,2025-02-01,2025-03-01,27288.31,Late
PAY14253,LOAN21418,2025-03-01,,0,Skipped
PAY17715,LOAN20243,2022-07-01,2022-06-27,31932.06,Paid
PAY09624,LOAN20472,2023-02-01,2023-01-26,72573.1,Paid
PAY13206,LOAN21103,2024-09-01,,0,Skipped
PAY11767,LOAN20219,2023-04-01,2023-03-26,55461.03,Paid
PAY16472,LOAN20921,2023-08-01,2023-08-04,69916.68,Bounced
PAY01742,LOAN21538,2025-06-01,2025-05-27,65721.13,Paid
PAY01958,LOAN21459,2024-02-01,,0,Skipped
PAY07646,LOAN21075,2025-04-01,2025-03-28,78604.06,Paid
PAY06627,LOAN21925,2025-06-01,2025-05-31,66891.38,Paid
PAY11004,LOAN21028,2025-06-01,2025-08-16,34655.31,Late
PAY05548,LOAN21982,2023-09-01,2023-09-04,63514.03,Bounced
PAY06895,LOAN20263,2022-11-01,,0,Skipped
PAY08611,LOAN21898,2023-10-01,2023-09-30,17258.54,Paid
PAY03884,LOAN21200,2025-04-01,2025-03-24,62002.23,Paid
PAY06160,LOAN21146,2024-03-01,2024-03-01,64849.76,Bounced
PAY09652,LOAN20472,2025-06-01,2025-05-30,72573.1,Paid
PAY13667,LOAN20904,2025-06-01,2025-05-27,82757.86,Paid
PAY13072,LOAN21604,2022-12-01,2022-12-03,12687.72,Paid
PAY07889,LOAN21993,2024-04-01,2024-03-23,54994.12,Paid
PAY00697,LOAN20287,2025-01-01,,0,Skipped
PAY04651,LOAN21990,2025-05-01,2025-04-22,54179.41,Paid
PAY00986,LOAN20774,2025-06-01,,0,Skipped
PAY10324,LOAN21886,2024-12-01,2024-12-01,9444.17,Paid
PAY00916,LOAN21846,2023-08-01,2023-08-02,24687.47,Bounced
PAY12833,LOAN21227,2023-08-01,2023-07-29,20023.71,Paid
PAY17375,LOAN21637,2025-05-01,2025-04-30,114533.04,Paid
PAY01538,LOAN20941,2024-08-01,2024-08-01,26537.46159,Partial
PAY15491,LOAN20629,2023-11-01,,0,Skipped
PAY16820,LOAN20481,2024-10-01,2024-09-28,11131.58,Paid
PAY14606,LOAN20173,2025-03-01,2025-02-21,12325.77,Paid
PAY06133,LOAN21731,2025-04-01,2025-03-27,66965.15,Paid
PAY07474,LOAN20746,2022-09-01,2022-09-06,39957.47,Bounced
PAY03953,LOAN20289,2023-10-01,2023-10-02,34743.61,Bounced
PAY17171,LOAN20562,2025-01-01,2024-12-27,85214.77,Paid
PAY17433,LOAN21129,2022-07-01,2022-07-02,49683.0767,Partial
PAY06086,LOAN21065,2024-11-01,2024-10-31,46777.43,Paid
PAY06491,LOAN21056,2023-08-01,2023-10-05,41824.13,Late
PAY18043,LOAN20947,2024-10-01,2024-09-24,12408.69,Paid
PAY02658,LOAN21393,2024-02-01,2024-01-27,66228.07,Paid
PAY11129,LOAN21429,2025-02-01,2025-02-06,26113.71,Bounced
PAY01365,LOAN20604,2024-10-01,2024-09-22,20122.72,Paid
PAY11167,LOAN21674,2025-02-01,2025-01-26,42431.34,Paid
PAY07587,LOAN21060,2024-04-01,2024-05-18,3004.17,Late
PAY04994,LOAN20935,2025-01-01,2024-12-25,1388.57,Paid
PAY18011,LOAN20067,2023-05-01,2023-04-22,67848.58,Paid
PAY16904,LOAN21448,2023-07-01,2023-07-24,114640.93,Late
PAY06861,LOAN21688,2023-03-01,2023-02-20,7466.21,Paid
PAY14835,LOAN21774,2024-01-01,2023-12-22,87170.04,Paid
PAY14585,LOAN21772,2025-03-01,2025-03-06,52661.43,Bounced
PAY08646,LOAN20504,2024-01-01,,0,Skipped
PAY06865,LOAN21688,2023-07-01,2023-06-28,7466.21,Paid
PAY08022,LOAN21280,2025-04-01,,0,Skipped
PAY18138,LOAN20917,2023-02-01,2023-01-31,117231.74,Paid
PAY15921,LOAN21885,2023-02-01,2023-04-21,46182.08,Late
PAY10928,LOAN21546,2025-02-01,2025-01-29,17393.19,Paid
PAY14872,LOAN21344,2025-05-01,2025-04-30,58931.29,Paid
PAY02592,LOAN20292,2024-02-01,2024-02-02,13179.81,Late
PAY14069,LOAN20749,2023-11-01,2023-10-24,96446.27,Paid
PAY13201,LOAN21103,2024-04-01,2024-04-08,20773.46339,Partial
PAY09246,LOAN20711,2024-11-01,2024-10-22,25472.92,Paid
PAY08633,LOAN20504,2022-12-01,,0,Skipped
PAY06220,LOAN20133,2025-03-01,2025-02-20,64193.95,Paid
PAY02796,LOAN20760,2025-02-01,2025-02-04,18422.97,Bounced
PAY05291,LOAN21721,2022-09-01,2022-08-22,59351.16,Paid
PAY02542,LOAN20402,2025-05-01,2025-06-19,17157.49,Late
PAY12604,LOAN20464,2023-07-01,2023-07-02,66033.8,Bounced
PAY06667,LOAN20307,2023-09-01,2023-08-27,45869.53,Paid
PAY02498,LOAN20744,2025-03-01,2025-02-23,37752.39,Paid
PAY12851,LOAN21315,2023-10-01,2023-10-15,40679.91559,Partial
PAY15649,LOAN21509,2024-05-01,2024-05-05,71165.43,Bounced
PAY04253,LOAN21320,2024-06-01,2024-05-29,63220.29,Paid
PAY09869,LOAN20789,2025-01-01,2024-12-23,78265.5,Paid
PAY00947,LOAN21351,2024-03-01,2024-03-08,58530.89,Late
PAY05881,LOAN21343,2023-10-01,,0,Skipped
PAY11576,LOAN20811,2024-10-01,2024-09-24,77773.56,Paid
PAY17488,LOAN21382,2023-04-01,2023-03-27,107724.86,Paid
PAY00037,LOAN20639,2023-04-01,2023-05-16,62252.93,Late
PAY08776,LOAN20725,2023-01-01,2022-12-23,53794.35,Paid
PAY05971,LOAN20467,2024-04-01,2024-04-01,33272.02,Paid
PAY07769,LOAN20440,2022-06-01,2022-05-24,29028.04,Paid
PAY01386,LOAN21985,2024-07-01,2024-06-29,16797.56,Paid
PAY02394,LOAN21085,2024-10-01,2024-09-26,50760.12,Paid
PAY07291,LOAN21122,2022-02-01,,0,Skipped
PAY05197,LOAN20767,2021-09-01,2021-11-26,61716.56,Late
PAY18021,LOAN20067,2024-03-01,2024-03-01,67848.58,Paid
PAY17891,LOAN20863,2021-09-01,,0,Skipped
PAY12121,LOAN21211,2025-03-01,2025-02-19,34074.75,Paid
PAY04798,LOAN21923,2022-10-01,2022-09-27,49691.95,Paid
PAY10400,LOAN20435,2024-03-01,2024-02-22,86357.35,Paid
PAY01672,LOAN21452,2024-03-01,2024-02-27,2128.93,Paid
PAY14737,LOAN21394,2022-06-01,,0,Skipped
PAY01917,LOAN20343,2024-11-01,2024-12-28,65523.45,Late
PAY16087,LOAN20525,2023-10-01,2023-10-07,111068.29,Bounced
PAY06183,LOAN20133,2022-02-01,2022-01-22,64193.95,Paid
PAY15831,LOAN20887,2022-11-01,2022-11-04,8288.99,Bounced
PAY07817,LOAN21870,2023-06-01,2023-06-01,15405.32,Paid
PAY00369,LOAN20101,2023-02-01,2023-02-15,11291.48444,Partial
PAY04243,LOAN21320,2023-08-01,2023-07-30,63220.29,Paid
PAY13083,LOAN21604,2023-11-01,2023-11-02,12687.72,Bounced
PAY13000,LOAN21133,2024-04-01,2024-04-15,45463.14451,Partial
PAY15488,LOAN21071,2025-06-01,2025-05-23,41654.11,Paid
PAY17285,LOAN21324,2022-10-01,2022-10-07,128007.25,Bounced
PAY04412,LOAN20228,2024-08-01,2024-08-02,41253.82,Bounced
PAY05558,LOAN21982,2024-07-01,2024-07-07,63514.03,Bounced
PAY17919,LOAN21446,2023-01-01,2022-12-30,126331.93,Paid
PAY13509,LOAN21466,2025-04-01,2025-05-24,46915,Late
PAY15731,LOAN21584,2022-11-01,,0,Skipped
PAY12119,LOAN21211,2025-01-01,2024-12-24,34074.75,Paid
PAY10745,LOAN21964,2024-08-01,2024-08-05,61813.85,Late
PAY01222,LOAN21523,2024-10-01,2024-09-23,19016.3,Paid
PAY15464,LOAN21614,2024-07-01,2024-06-29,51242.13,Paid
PAY15646,LOAN21509,2024-02-01,2024-02-02,71165.43,Bounced
PAY13112,LOAN21612,2025-04-01,,0,Skipped
PAY11941,LOAN20309,2024-10-01,2024-09-25,31900.11,Paid
PAY04244,LOAN21320,2023-09-01,2023-08-22,63220.29,Paid
PAY13432,LOAN21590,2024-08-01,2024-07-25,2865.02,Paid
PAY13832,LOAN21017,2025-02-01,2025-01-30,90973.3,Paid
PAY03168,LOAN20234,2025-06-01,2025-06-05,11038.54727,Partial
PAY03191,LOAN21461,2024-07-01,2024-07-02,43711.05,Bounced
PAY07504,LOAN20746,2025-03-01,2025-03-14,22419.10403,Partial
PAY13463,LOAN20868,2024-06-01,2024-05-22,83449.53,Paid
PAY15483,LOAN21071,2025-01-01,2024-12-24,41654.11,Paid
PAY05095,LOAN21201,2025-06-01,2025-07-13,65443.82,Late
PAY05304,LOAN21721,2023-10-01,2023-09-26,59351.16,Paid
PAY17907,LOAN20863,2023-01-01,2023-01-11,1547.293925,Partial
PAY17558,LOAN20597,2023-02-01,2023-01-22,95751.5,Paid
PAY04059,LOAN20331,2024-11-01,2024-11-03,18691.84016,Partial
PAY04699,LOAN20451,2023-08-01,2023-07-25,56950.28,Paid
PAY05089,LOAN21201,2024-12-01,2024-12-15,44051.28571,Partial
PAY02246,LOAN21693,2024-09-01,2024-08-31,26227.85,Paid
PAY01045,LOAN21362,2025-06-01,2025-06-09,6112.276956,Partial
PAY12221,LOAN21736,2024-09-01,2024-08-24,74707.14,Paid
PAY08734,LOAN21194,2025-03-01,,0,Skipped
PAY13223,LOAN20327,2024-07-01,,0,Skipped
PAY14269,LOAN21432,2022-07-01,2022-06-22,100532.54,Paid
PAY13175,LOAN20508,2025-02-01,2025-02-26,11783.35,Late
PAY16317,LOAN21632,2024-09-01,2024-08-23,106932,Paid
PAY11426,LOAN21171,2025-05-01,2025-04-22,67063.13,Paid
PAY05631,LOAN21120,2022-02-01,2022-01-23,68943.98,Paid
PAY05574,LOAN20948,2023-02-01,2023-01-26,29066.9,Paid
PAY03071,LOAN21438,2023-08-01,2023-07-26,37485.95,Paid
PAY00012,LOAN20441,2023-06-01,2023-08-09,5278.94,Late
PAY01954,LOAN21459,2023-10-01,2023-10-07,46296.58,Bounced
PAY16804,LOAN20481,2023-06-01,,0,Skipped
PAY16824,LOAN20481,2025-02-01,2025-04-02,11131.58,Late
PAY01925,LOAN21119,2025-02-01,2025-02-06,52466.75,Bounced
PAY06970,LOAN21532,2024-05-01,,0,Skipped
PAY14036,LOAN20238,2023-08-01,,0,Skipped
PAY12053,LOAN20541,2022-03-01,2022-02-20,37948.15,Paid
PAY07020,LOAN20498,2025-02-01,,0,Skipped
PAY05007,LOAN21424,2023-07-01,2023-07-02,13421.84,Bounced
PAY07172,LOAN20462,2024-01-01,2024-01-03,56364.4,Paid
PAY07206,LOAN21807,2024-01-01,2024-01-01,6046.59,Paid
PAY03977,LOAN21412,2022-03-01,2022-02-28,49929.57,Paid
PAY11637,LOAN21156,2025-06-01,2025-07-13,30289.78,Late
PAY08057,LOAN21987,2022-04-01,2022-03-23,25422.54,Paid
PAY11827,LOAN21082,2023-03-01,2023-02-20,23169.07,Paid
PAY05983,LOAN20467,2025-04-01,2025-04-04,12960.85277,Partial
PAY17940,LOAN21615,2021-12-01,2021-11-26,39669.18,Paid
